step,timestamp_ns,timestamp_sec,dt,est_x,est_y,est_z,est_roll,est_pitch,est_yaw
320,1598870188382454150,1598870188.3824544,0.019576575000000002,-0.18862082934432936,-0.1502392831017241,0.061861964495315995,0.004216944627430612,0.0003649698014982809,-0.04416550503529351
321,1598870188403097254,1598870188.4030974,0.020643104000000002,0.011813256700365727,0.007362424446858987,0.08161064153621708,0.004216368288726209,0.0003726898837252018,-0.04417522267025917
322,1598870188422667227,1598870188.4226673,0.019569973,-0.1267565626215783,-0.04009144179105955,0.03899602146791102,0.004221767573756275,0.00037233493547841694,-0.04417824015297124
323,1598870188443272731,1598870188.4432728,0.020605504,-0.09385185921214084,0.08450789439619753,0.07445644788732124,0.004207757710547354,0.0003670272962402828,-0.04417924969152502
324,1598870188463012369,1598870188.4630125,0.019739638,-0.17726931655032427,0.1939421069408327,0.14586144823495117,0.004228664522493014,0.000377763946344359,-0.04417771262240255
325,1598870188482669439,1598870188.4826694,0.019657070000000002,-0.26769997136287393,0.05881131817144307,0.1124867124879439,0.004211893806481495,0.0003748195488471385,-0.044179644654779256
326,1598870188512531927,1598870188.512532,0.029862488000000003,-0.19045597201951384,-0.04562821777716577,0.17425253483891384,0.004210554246418159,0.0003736742459212222,-0.04420180834844233
327,1598870188583217362,1598870188.5832176,0.070685435,-0.14187405611985784,0.057123002219463315,0.13860118443585984,0.004164219401699462,0.00041055440558991505,-0.04419479088478832
328,1598870188712517550,1598870188.7125177,0.129300188,-0.2140499888822275,0.10795781735030771,0.2503604612990226,0.0041763738323398565,0.0004447794475513409,-0.04422248265385087
329,1598870188712655674,1598870188.7126558,0.00013812400000000002,-0.09327740659665454,0.25920488931140473,0.21271441419206857,0.004176386816223359,0.00044481600820735386,-0.0442225122353849
330,1598870188723715349,1598870188.7237155,0.011059675000000001,-0.1461332925615271,0.22780498351765166,0.24358550797472817,0.00418042388841456,0.0004409444306994853,-0.04422529902497225
331,1598870188733359979,1598870188.73336,0.009644630000000001,-0.12633350756537526,0.08323536637184129,0.14526704647539138,0.0041802495472072045,0.0004481128138647577,-0.04422649916880948
332,1598870188763796521,1598870188.7637966,0.030436542,-0.06985509270979795,0.07208555309334018,0.29388026902680153,0.004180641022936187,0.0004552367391866866,-0.04421347974050812
333,1598870188783146536,1598870188.7831466,0.019350015,-0.12525892509614303,-0.026806907281106712,0.3145205552658387,0.0041897382032860375,0.000455161744354947,-0.044226078306828155
334,1598870188783402277,1598870188.7834024,0.00025574100000000003,-0.14337833778454004,-0.016878283319225005,0.35249229379491936,0.004189858436887916,0.0004551607531798363,-0.044226244816773966
335,1598870188833099186,1598870188.8330994,0.049696909000000004,-0.24683506870865246,-0.061998178376298396,0.2903362676282957,0.004216669585399477,0.0005071765260860238,-0.044195318689473184
336,1598870188833277780,1598870188.8332777,0.00017859400000000002,-0.29969186025030653,-0.12227188080298247,0.24815335037457012,0.004216765935662574,0.0005073634533041011,-0.04419520755135837
337,1598870188872595556,1598870188.8725955,0.039317776000000006,-0.12279140547001041,-0.11646115536273179,0.1767734886248949,0.004242520071471043,0.0005058891673701035,-0.04417895751896313
338,1598870188872824317,1598870188.8728244,0.00022876100000000001,-0.13024153648831063,-0.1735656590643609,0.16857402644924935,0.00424266991570083,0.0005058805895928523,-0.04417886297206757
339,1598870188893126879,1598870188.893127,0.020302562,-0.12843413529775655,-0.23424594920967357,0.13715863154252883,0.00424818624179581,0.000521759060617289,-0.04416515930724561
340,1598870188893714584,1598870188.893715,0.000587705,-0.053252927526952556,-0.052999167875731064,0.11839999831114531,0.004248345924717979,0.0005222186999876016,-0.04416476262271219
341,1598870188893812173,1598870188.8938124,9.7589e-05,0.10280766137637887,0.07327548694352405,0.033823460989749095,0.004248372440226088,0.0005222950235623704,-0.044164696752850695
342,1598870188912843842,1598870188.912844,0.019031669,0.00975872807386206,-0.3005893536939126,-0.04028636326970373,0.00423997376056533,0.0005283423203981635,-0.04414876474396416
343,1598870188912998008,1598870188.912998,0.00015416600000000001,-0.031831048196142575,-0.350335091174789,-0.03899097458887181,0.0042399057270760656,0.0005283913065151451,-0.04414863568675526
344,1598870188942891239,1598870188.9428914,0.029893231000000003,-0.08285688678393448,-0.25943541350237703,-0.07015396012257809,0.004241228820602745,0.0005247883130240212,-0.04414957627038018
345,1598870188943147108,1598870188.9431472,0.00025586900000000004,-0.03590334331178621,-0.21324598078510318,-0.053520673541039114,0.004241240145528364,0.0005247574734556393,-0.04414958432123932
346,1598870188962668382,1598870188.9626684,0.019521274,0.05220555611370519,-0.2697023839413543,0.05279201520120738,0.0042572181322556015,0.0005349024477337902,-0.04415861756015631
347,1598870188963720082,1598870188.9637203,0.0010517,0.03249809335957234,-0.1865558900949755,0.03960135035487492,0.004258078939221428,0.0005354490037346093,-0.0441591042219064
348,1598870188973411913,1598870188.973412,0.009691831000000001,-0.020043921251226112,-0.2918883581763021,0.015914709279104138,0.004245867640130733,0.0005447158919930588,-0.04415357953774189
349,1598870188983020505,1598870188.9830205,0.009608592000000001,-0.18548289790338846,-0.3782835454479394,0.11402984076355273,0.004238086308177133,0.0005610731287498905,-0.044145360868344106
350,1598870189032436879,1598870189.032437,0.049416374000000006,-0.16075319659379936,-0.3477073242829552,0.04745871594481194,0.004252555969873861,0.000561651252952766,-0.044127154955156796
351,1598870189043317168,1598870189.0433173,0.010880289000000001,-0.15520111604274286,-0.2897170328380502,0.0775508742391292,0.00424820985030467,0.0005648472538860177,-0.044127352395946444
352,1598870189072711290,1598870189.0727112,0.029394122,-0.1634578736971747,-0.23422136571910052,0.14233373110576372,0.004249221275867314,0.0005556391893266453,-0.04412432411661187
353,1598870189102664899,1598870189.102665,0.029953609000000003,-0.08887539172899629,-0.07664024620400621,0.028127301158904633,0.004249067845269923,0.0005843431197383223,-0.04412537976140252
354,1598870189102763590,1598870189.1027637,9.869100000000001e-05,-0.12715128942290507,0.057360337893227,0.029708856082406056,0.004249067339747565,0.0005844376933036067,-0.044125383239535645
355,1598870189173333426,1598870189.1733336,0.07056983600000001,0.037788639878614035,0.01226531446945042,0.09324782346218624,0.004208124002917409,0.0005517179984836543,-0.044100811915084075
356,1598870189173499645,1598870189.1734998,0.000166219,-0.18591528664616172,-0.06498802149623673,0.10321542074838676,0.004208027565673249,0.0005516409310670138,-0.0441007540402014
357,1598870189183190531,1598870189.1831906,0.009690886000000001,-0.28960260846767255,-0.2710350750324753,0.1478585444356722,0.004202551020403926,0.0005490317975226182,-0.04409426180506649
358,1598870189183310466,1598870189.1833107,0.00011993500000000001,-0.0593163182178191,-0.1993576802367756,0.04905155806528717,0.004202483242343503,0.0005489995067257143,-0.04409418145676594
359,1598870189223231259,1598870189.2232313,0.039920793,-0.05865653779739851,-0.31127269135524893,-0.07799491497204127,0.0041863111362473995,0.0005622419619907727,-0.04409161517011813
360,1598870189223395437,1598870189.2233953,0.000164178,-0.0030258023491937284,-0.20502261829493423,-0.07051718323924043,0.004186244626946477,0.0005622964228282739,-0.04409160461602394
361,1598870189242395679,1598870189.2423956,0.019000242,-0.16028954730611294,-0.44765100059420126,-0.02734892393213755,0.004195257330969536,0.0005629053796914805,-0.04407814383853277
362,1598870189262881527,1598870189.2628815,0.020485848,-0.1662719162851664,-0.2676157205133045,-0.12791786122771326,0.004195763227949076,0.0005733447134431329,-0.04410450924696648
363,1598870189323044213,1598870189.3230443,0.06016268600000001,-0.4255838826756158,-0.11501200818340851,-0.041352030934475356,0.00423641818892404,0.0006071530105645479,-0.044102463803811456
364,1598870189323183989,1598870189.323184,0.000139776,-0.2500982569211839,-0.031023650375019408,-0.029644314067621573,0.004236512642616239,0.0006072315573990167,-0.0441024590516323
365,1598870189332739277,1598870189.3327394,0.009555288,-0.1602756351716048,-0.09914846427200662,0.08528926891371906,0.004233113470416947,0.0006094017277741084,-0.04409753314413632
366,1598870189342922281,1598870189.3429224,0.010183004,0.015254600915885042,-0.2863992158394779,0.1524369022661411,0.004233321750590866,0.0006137184664385888,-0.04409180327055869
367,1598870189363087557,1598870189.3630877,0.020165276000000003,-0.27308605518441426,-0.21311082336997306,0.10779529373199329,0.004230318007741339,0.0006029178694151282,-0.04407188457994777
368,1598870189383149356,1598870189.3831494,0.020061799,-0.07320566290686993,-0.17552194041109687,0.08657010730495081,0.004241098763452217,0.000597298673205583,-0.04406781806816014
369,1598870189413321400,1598870189.4133215,0.030172044000000002,0.046340217374092954,-0.24372996790376208,0.03474916871139649,0.004260801658631246,0.0006039037966456911,-0.0440573401437105
370,1598870189432609041,1598870189.432609,0.019287641,0.16138669278721285,-0.15815101823782388,0.03646008174713178,0.004284975916614846,0.0006037920083096403,-0.04403975872555537
371,1598870189443310671,1598870189.4433107,0.01070163,0.05439202075814477,-0.15367940742592423,0.00626783208457963,0.004288553776586031,0.0006012490922934898,-0.04403786869429622
372,1598870189462418568,1598870189.4624188,0.019107897000000002,0.056199818325306405,-0.12275566934112744,-0.010576312978242283,0.004289002021455353,0.0005985255800644758,-0.04402373255667139
373,1598870189482475646,1598870189.4824755,0.020057078000000002,0.027445239956642904,0.05697428245013319,0.021640695684776525,0.004295192649526724,0.0006073554303181552,-0.04401692396275295
374,1598870189502987778,1598870189.5029879,0.020512132000000002,0.04928800933026099,0.025717008577044207,0.02630469544407294,0.004299332339713801,0.000615057641706017,-0.04401595439021618
375,1598870189543330641,1598870189.5433307,0.040342863,0.016597542020080718,0.03572344473422335,0.04043853549537844,0.004297926838144083,0.0006493266615337221,-0.044020421051346736
376,1598870189553105418,1598870189.5531056,0.009774777,-0.08163260797898304,-0.057760500701831544,-0.10997350686203114,0.004297586295520293,0.0006576297913047648,-0.0440215032902668
377,1598870189562853113,1598870189.5628533,0.009747695,-0.2220617644967908,-0.053926200811629826,0.004091614278368801,0.004306868986078318,0.000662224621341126,-0.04401726253773448
378,1598870189583037368,1598870189.5830376,0.020184255,0.01755867109222091,-0.08273325720253862,-0.1768934196121434,0.004316631087226758,0.0006584665734625673,-0.044024790475677124
379,1598870189603392212,1598870189.6033924,0.020354844,0.021049018528423964,-0.04552254218177221,-0.08916958619584503,0.004338183775307107,0.000654552027541785,-0.0440204778008454
380,1598870189633075200,1598870189.6330752,0.029682988,-0.09673381663043895,-0.08176445189999007,-0.09991369280204122,0.004323914670760693,0.0006720365049109213,-0.044035858864851264
381,1598870189642666979,1598870189.642667,0.009591779,-0.10707579215352338,-0.22003745709481842,-0.07285980006467116,0.004329222312593755,0.0006786198116998617,-0.04403452097052203
382,1598870189662628109,1598870189.6626282,0.01996113,-0.19225990545596094,-0.1858200494784788,-0.07297263557330229,0.004341209501625767,0.0006725968864153662,-0.044032332655291315
383,1598870189682904453,1598870189.6829047,0.020276344,-0.4391285574111623,-0.1520474847957346,-0.14011420993484774,0.004342757124839634,0.0006681329716250812,-0.04403950641314954
384,1598870189703152280,1598870189.7031524,0.020247827000000003,-0.5136366668876395,-0.25295279095026996,-0.21215469289882727,0.004347584054979633,0.0006734903776575014,-0.04403239606643263
385,1598870189732844741,1598870189.7328448,0.029692461000000003,-0.4845878672160478,-0.5161261528076699,-0.2386960380600541,0.004354904204535651,0.0006921724097330722,-0.04402668565630434
386,1598870189743488157,1598870189.7434883,0.010643416000000001,-0.4289257473584629,-0.4144604241102545,-0.16144881045565515,0.0043537785710868965,0.0006990155179152861,-0.04402942540024144
387,1598870189762843485,1598870189.7628436,0.019355328,-0.2821167038191965,-0.2607803202033898,-0.15738987315287625,0.004371035173868402,0.0006994177986005244,-0.04403123137439164
388,1598870189783124071,1598870189.783124,0.020280586,-0.34731321698830697,-0.41375776644182394,-0.18675383726558475,0.00436711195789127,0.0006954719786875548,-0.044035477709015856
389,1598870189803336141,1598870189.8033364,0.020212070000000002,-0.31777153805745056,-0.3997391549708047,-0.23181722420030554,0.00436150015980935,0.0007033076308223267,-0.044033384239101664
390,1598870189833040787,1598870189.833041,0.029704646,-0.19390204550955634,-0.15507060366873907,-0.2251296883542339,0.00436017430583554,0.0007109019044425311,-0.04403024171347039
391,1598870189842736522,1598870189.8427367,0.009695735,-0.04252915695664245,-0.07615261591531826,-0.259888191279799,0.004358749069344556,0.0007087788496414875,-0.04403294224567881
392,1598870189863023646,1598870189.8630238,0.020287124,-0.03610640488206066,-0.13258024131810953,-0.170585488307756,0.00436085580992589,0.0007181191905890745,-0.0440225047585558
393,1598870189883299543,1598870189.8832996,0.020275897,0.08929413758429691,-0.06458773423621429,-0.17328872364521106,0.004354483984062554,0.0007215280138032994,-0.04400882250740245
394,1598870189902817901,1598870189.902818,0.019518358,0.12110259249897687,-0.019793121385759914,-0.09198638165702884,0.004367318454212021,0.0007313935736723994,-0.04401377166731774
395,1598870189942797130,1598870189.9427972,0.039979229000000005,0.22181477388713652,0.07537936745062929,-0.15638278309175996,0.004375631311562927,0.0007538760922171907,-0.0440226926347813
396,1598870189943023030,1598870189.9430232,0.00022590000000000002,0.25066299338179954,0.17901545219824863,-0.16213040208903695,0.0043756782828158125,0.000754003128207286,-0.04402274304212031
397,1598870189963036791,1598870189.9630368,0.020013761,0.09448299744207964,0.23177461127393165,-0.22067275396438665,0.00437991948036434,0.0007511067840920833,-0.04400719875282636
398,1598870189982730043,1598870189.9827302,0.019693252,0.003645593529849802,0.15004353349237845,-0.2614137596825532,0.004383213216743046,0.0007421645283914666,-0.04400355619677895
399,1598870190003290200,1598870190.0032902,0.020560157000000003,-0.2358026062448262,0.3269913754656982,-0.2707206753834547,0.0043862517965218084,0.0007451640220328172,-0.04398388080725715
400,1598870190023260457,1598870190.0232606,0.019970257,-0.3809437639240682,0.4770528159000497,-0.24688590852079725,0.004389917880058314,0.0007473665698401532,-0.04397769407101034
401,1598870190052614460,1598870190.0526145,0.029354003000000004,-0.18902221737463606,0.571091032952153,-0.27728047332507927,0.0044197931150481585,0.0007377674028784075,-0.04397514837078081
402,1598870190065032619,1598870190.0650327,0.012418159000000002,-0.0962699848599852,0.5657335154016248,-0.3013483963076823,0.004432008657603365,0.0007433191139640964,-0.04398092377379057
403,1598870190073007428,1598870190.0730073,0.007974809000000001,-0.200108663165217,0.5969721213513732,-0.2680105381776146,0.004437538876040476,0.0007448115231001165,-0.04398056204219466
404,1598870190102574224,1598870190.1025743,0.029566796000000003,-0.3003584617922272,0.40619043939318744,-0.2448883226460117,0.00446170992614538,0.000729362110897217,-0.04399582503932024
405,1598870190123847179,1598870190.1238472,0.021272955,-0.3417909233241114,0.5398329913221223,-0.10081172436962331,0.004465897763346501,0.0007261295035140678,-0.04401128889525087
406,1598870190142766634,1598870190.1427667,0.018919455,-0.21006276270379354,0.4065990284379285,-0.14678752541474419,0.004462446775617232,0.0007252452005729012,-0.04400365700430357
407,1598870190163258248,1598870190.1632586,0.020491614000000002,-0.2443778394729728,0.6050143010746112,-0.056042367972231,0.00446231816650128,0.0007337342824892369,-0.04398982265968006
408,1598870190183436316,1598870190.1834364,0.020178068,-0.30604055380044737,0.4800081321694952,0.012541483962196067,0.004457180748987615,0.0007335251783266942,-0.044009011504829235
409,1598870190213258210,1598870190.2132583,0.029821894,-0.3033978236653408,0.3803267185452632,0.05086396988279292,0.004482110014721711,0.0007514959659224523,-0.044020194012152035
410,1598870190213772873,1598870190.213773,0.0005146630000000001,-0.15811866791904858,0.34070611410561547,0.1749425703780059,0.004482540241275748,0.0007518061038183348,-0.044020386998646015
411,1598870190243457455,1598870190.2434576,0.029684582,-0.1134013766509185,0.2833444128988896,0.07250970103030835,0.004485234695706783,0.0007533672655403608,-0.044001098650130986
412,1598870190262845346,1598870190.2628455,0.019387891,-0.21616562019075838,0.2406975387954726,0.06709532193166048,0.00448200811981036,0.0007476761923173451,-0.04400602708842195
413,1598870190312886049,1598870190.312886,0.050040703000000006,-0.33257630557843915,0.50940725296424,0.09471227799565211,0.004501566016310519,0.0007724649841128686,-0.04401502247718332
414,1598870190322528342,1598870190.3225284,0.009642293000000001,-0.25156788706367694,0.4289465065995376,0.08585201017141661,0.004515437446068279,0.0007756105081312014,-0.04401645199869626
415,1598870190373261823,1598870190.373262,0.050733481000000004,-0.4449063614665913,0.3715160938324702,0.025161762436623363,0.0045073065376417965,0.0007769221410204074,-0.04404193026926997
416,1598870190412999453,1598870190.4129996,0.03973763,-0.5295507576245136,0.50461520105007,0.029370460390318223,0.004550437932379868,0.000769985068387058,-0.04402760234248786
417,1598870190422949294,1598870190.4229496,0.009949841000000001,-0.4099592620671609,0.4130329236187729,0.000809145766621927,0.004553750789019743,0.000774399012468762,-0.04403038107132158
418,1598870190424745444,1598870190.4247456,0.00179615,-0.48466826774736166,0.4450863503566993,-0.053479555715805684,0.004553999935949755,0.0007751256565480823,-0.04403029899426715
419,1598870190432510107,1598870190.4325104,0.007764663000000001,-0.5470381733366959,0.25338416947122727,-0.020921290908422218,0.004555076985165591,0.0007782669010971829,-0.04402994417943112
420,1598870190613111986,1598870190.6131122,0.18060187900000002,-0.42115300067902584,0.29087534112050917,-0.02280657258328343,0.004558338860749799,0.0004818171717542594,-0.04411181046242222
421,1598870190622868908,1598870190.622869,0.009756922000000001,-0.37059707139651993,0.4032777220654982,-0.11024698999352137,0.004561863928344058,0.00047073425077736914,-0.044112070479256596
422,1598870190622975497,1598870190.6229756,0.000106589,-0.24707813654483338,0.3583749580418733,-0.12977810169907783,0.004561902437766373,0.0004706131759687352,-0.04411207331979734
423,1598870190632432178,1598870190.6324322,0.009456681,-0.306553826954701,0.1297246252807649,-0.2023279941905949,0.004563471171073944,0.00046335179110767956,-0.044108410055788395
424,1598870190632572935,1598870190.6325731,0.000140757,-0.4015380667819031,0.07674935794948652,-0.060257171152714444,0.0045634945207242246,0.0004632437097682658,-0.04410835553031035
425,1598870190683309159,1598870190.683309,0.050736224,-0.4170694589083275,0.04654918039525107,-0.07920417095093576,0.0045711542250139,0.00044767891673301574,-0.04409279342472071
426,1598870190683759920,1598870190.68376,0.00045076100000000004,-0.5232538602630721,-0.06605630217595078,0.016981298092008566,0.004571222276904504,0.0004475406328577048,-0.04409265516472175
427,1598870190683939854,1598870190.68394,0.000179934,-0.44455971770233804,-0.22515512615801125,-0.10520080214605945,0.004571249441741043,0.00044748543293841235,-0.04409259997433336
428,1598870190703127264,1598870190.7031274,0.019187410000000002,-0.2293140048920172,-0.21576463258116918,-0.1771369640113606,0.0045581483303265,0.0004544888920326448,-0.04410987344886059
429,1598870190712978524,1598870190.7129786,0.00985126,-0.12449811821629121,-0.20386765117444425,-0.20288265969721803,0.004560766000918085,0.0004584617897947516,-0.04411240924442201
430,1598870190722816065,1598870190.722816,0.009837541,-0.12419780834700399,-0.01979739133465701,-0.23817421359623137,0.004563380026105648,0.00046242915484486023,-0.04411494150859969
431,1598870190723114871,1598870190.723115,0.00029880600000000004,-0.033166872461307395,-0.0004437603297729406,-0.2509294826551397,0.004563459424647437,0.0004625496598045003,-0.04411501842372816
432,1598870190732670707,1598870190.7326708,0.009555836,0.1265757537713401,-0.031085203643628084,-0.222232630766241,0.004569302683752159,0.00047341812770199126,-0.044112394471023914
433,1598870190732870485,1598870190.7328706,0.000199778,0.04240334247827111,-0.17115961529364454,-0.19039424598565383,0.004569424845184964,0.0004736453480916695,-0.0441123396136547
434,1598870190732944117,1598870190.7329443,7.3632e-05,-0.08069914697445707,0.05560314366458627,-0.07866355508657585,0.00456946987011574,0.0004737290945088567,-0.04411231939492286
435,1598870190772802214,1598870190.7728024,0.039858097,-0.14131475353827372,-0.020412740305288436,-0.1264803590633435,0.00454643551950361,0.00047859729931981816,-0.04412621649490635
436,1598870190823358345,1598870190.8233585,0.050556131000000004,0.061494187406816295,-0.14375520388769492,-0.18377668390741647,0.004559922373561277,0.0005045315177944129,-0.04411731076966263
437,1598870190823499134,1598870190.8234992,0.000140789,-0.0736111553007706,-0.21619602484715064,-0.08301897121191143,0.004559959931828856,0.0005046037395529334,-0.04411728596894853
438,1598870190833163728,1598870190.833164,0.009664594,-0.11534670676062148,-0.1579397892289497,-0.08377412647766398,0.004554184983538865,0.0005031405898873493,-0.04411513535285667
439,1598870190862551005,1598870190.8625512,0.029387277000000003,-0.13060009452086266,0.08734070247249105,0.026341854838895444,0.004561401007377341,0.0004973689873701525,-0.04410690083487483
440,1598870190873166729,1598870190.873167,0.010615724,-0.06973351877589311,0.010809861753607198,0.15535516274907712,0.004560553621456718,0.0004919670355961469,-0.044105533839293026
441,1598870190873406896,1598870190.8734071,0.000240167,-0.06052233708615933,-0.09063743478806419,0.09698825260853156,0.004560534450448278,0.0004918448234369283,-0.0441055029127893
442,1598870190873497278,1598870190.8734975,9.0382e-05,-0.0631547032276556,0.0029083273565913862,-0.06836043580796358,0.004560527235826434,0.0004917988313590221,-0.04410549127422421
443,1598870190903177458,1598870190.9031775,0.02968018,-0.03175013199505503,-0.0027914553793218426,-0.03520275897125724,0.004562950096777931,0.0004853491892994031,-0.044099319235956114
444,1598870190922750259,1598870190.9227502,0.019572801,-0.13388577210077443,0.11121443564427799,-0.05739421775739376,0.004571517689688244,0.0004994724695168897,-0.04409089933735956
445,1598870190942952861,1598870190.942953,0.020202602,-0.0201739889165151,0.3625374613022853,-0.02448119650107759,0.004581578473941475,0.0005030708766691161,-0.044085877718967596
446,1598870190952890802,1598870190.9528909,0.009937941,0.00810580403714612,0.33493965590212615,-0.1134722546663361,0.004587669564188052,0.0005097044409022535,-0.044080957861007575
447,1598870190973052345,1598870190.9730525,0.020161543,0.05335920671346362,0.10689268666224727,-0.25499271754016717,0.0045868382169345755,0.0005089355104119385,-0.044086012494556764
448,1598870191013718591,1598870191.0137186,0.040666246,0.024658082433979715,0.1699817319002093,-0.27658542305335576,0.004593110012929509,0.0004942635047523203,-0.044066325443332534
449,1598870191014059284,1598870191.0140593,0.00034069300000000004,-0.18561624853392944,0.31332518576279256,-0.3427292490626089,0.004593162556677778,0.0004941405858671055,-0.04406616050948192
450,1598870191032723653,1598870191.032724,0.018664369,-0.05007381346805017,0.2207628373512329,-0.3725733967258124,0.004598576577284884,0.0004930447335358851,-0.04406666051420289
451,1598870191063294457,1598870191.0632946,0.030570804000000004,-0.011084299465996941,-0.0971352947627136,-0.38293523716108246,0.0045775289843277235,0.0004912502706193894,-0.04406103533444351
452,1598870191083133253,1598870191.0831332,0.019838796000000002,-0.027350303607582192,-0.08935072493972704,-0.2758081147554073,0.0045622206984848365,0.0005051912915666992,-0.04405036954466687
453,1598870191113103351,1598870191.1131034,0.029970098,-0.16358482915196826,-0.023581005876429074,-0.2640611943677239,0.00457575046905358,0.0004946627020142263,-0.044056434828684043
454,1598870191113416691,1598870191.113417,0.00031334,-0.06741311509864575,0.0343571939473039,-0.1770845168197799,0.004575891923990098,0.0004945526246881403,-0.04405649824175975
455,1598870191132946072,1598870191.1329463,0.019529381000000002,-0.08558359092919098,0.1850655922783747,-0.15967377980778127,0.004582122821579666,0.0004973228418698422,-0.04406637493764569
456,1598870191162657235,1598870191.1626573,0.029711163000000002,-0.16178206578434703,0.15468919635493128,-0.13945419551206,0.004593603371556938,0.0005053768074184496,-0.04406547480652946
457,1598870191183392240,1598870191.1833923,0.020735005,0.011490158988499722,0.010510560304838141,-0.12886142911192783,0.004587708367162162,0.0005151050216831383,-0.04405078176269072
458,1598870191202845137,1598870191.2028453,0.019452897,-0.13828058669215282,0.10673307547013433,-0.06773381073398485,0.004595811622560849,0.0005036383053425216,-0.04404077614781122
459,1598870191223090733,1598870191.223091,0.020245596,-0.07150600526424943,-0.06797594910954914,-0.12745432967080728,0.004616144389379234,0.0004995218187468435,-0.04406139704300111
460,1598870191233567633,1598870191.233568,0.0104769,-0.07674510737879013,-0.01678107235610052,-0.08042700972669042,0.004619125681666354,0.0005000143990126631,-0.044069181346279844
461,1598870191272763858,1598870191.272764,0.039196225,-0.13297481280745102,-0.0020017202666090077,-0.09608957382050064,0.004659296651688939,0.0005122919228617209,-0.044093063735548665
462,1598870191292897200,1598870191.2928975,0.020133342000000002,-0.18391620684426352,-0.04384839599652989,-0.14812838400374134,0.00466427069850323,0.0005201485764208014,-0.0440858142023841
463,1598870191332885357,1598870191.3328853,0.039988157,-0.05247022961205499,0.12164340543178027,-0.1056413294639191,0.004696106932541486,0.000535362270388718,-0.044091231652006305
464,1598870191333071382,1598870191.3330715,0.000186025,-0.10267020679600436,0.26175097582148543,-0.14699156327618282,0.0046962550347767786,0.000535433044528681,-0.04409125685399462
465,1598870191342978623,1598870191.3429787,0.009907241,0.035514503215816826,0.3375620631911501,-0.06671748149389978,0.004689784060088025,0.0005450786048229041,-0.044088111650675534
466,1598870191372592242,1598870191.3725922,0.029613619,-0.1702277533515773,0.32309012947402466,-0.08926775571739635,0.004706430405432416,0.0005270475760961683,-0.04407779983422486
467,1598870191383198849,1598870191.383199,0.010606607,-0.07296664796278769,0.2946446744068035,-0.19204950215705216,0.004706879565937772,0.0005192051356317853,-0.044077504810717295
468,1598870191392800505,1598870191.3928006,0.009601656,0.0013681978104565084,0.45537652196700806,-0.1481012606139277,0.00469918755032622,0.0005174524087258983,-0.04407673036573459
469,1598870191412829315,1598870191.4128296,0.02002881,0.06909165148205852,0.4060557365164848,-0.105845654826345,0.004712204044296865,0.0005289840535790091,-0.04407087247653281
470,1598870191432885439,1598870191.4328856,0.020056124,-0.017224487369537765,0.5254581694521122,0.03353227588801478,0.004719869184353448,0.0005193777040898933,-0.04407505478459903
471,1598870191453087927,1598870191.453088,0.020202488,-0.0986266772339453,0.5047674926400709,0.012910841772949128,0.004733541259888262,0.0005271899845463852,-0.04407014472535591
472,1598870191473321525,1598870191.4733217,0.020233598000000002,0.090683856431126,0.46830217603563395,0.06735462496794085,0.004747618166217983,0.0005391604112447162,-0.044077963396358215
473,1598870191493329021,1598870191.493329,0.020007496,0.05439770252465238,0.5268801334904898,0.11379198266636818,0.004732132535215654,0.0005594230557887953,-0.044087074516063474
474,1598870191513438687,1598870191.5134387,0.020109666,0.09007037040916555,0.5235268085487279,0.03295015645138135,0.004715441301063334,0.0005777468256591194,-0.04408026655100692
475,1598870191543463890,1598870191.543464,0.030025203,0.17409915896339767,0.35430927828388487,0.006968847135624271,0.004677284297454954,0.000570800073288248,-0.044088012426395616
476,1598870191553279619,1598870191.5532799,0.009815729,0.15254131591941258,0.39405303411563275,0.0650023075351965,0.0046785739775111,0.0005643319396996261,-0.04408864608787728
477,1598870191573012161,1598870191.5730124,0.019732542000000002,0.1633672612193251,0.36822514095507586,0.10135904740477009,0.004692937172188089,0.0005639762114040633,-0.044094029444281584
478,1598870191593289601,1598870191.5932899,0.02027744,0.046345624679826336,0.33078611327288393,0.05601004973600204,0.004710762343806553,0.0005508702096299905,-0.044090437132993494
479,1598870191613364391,1598870191.6133647,0.020074790000000002,-0.148285567418335,0.18845031802989032,0.11395496821027674,0.004728541741488579,0.0005498964487026023,-0.04409465180181044
480,1598870191632577689,1598870191.632578,0.019213298,-0.19212481352044666,0.003729812668329012,0.11102771570563764,0.004753304788987385,0.0005618849479166887,-0.04410896012088198
481,1598870191652781421,1598870191.6527815,0.020203732000000002,-0.23772915082441046,-0.03476752967928106,0.08647470649144841,0.004766946226913052,0.0005556242670276341,-0.044096806419257666
482,1598870191673056053,1598870191.6730561,0.020274632,-0.1770762356449089,8.05608640716831e-05,0.0737138667099525,0.004751342298140854,0.0005521052391513371,-0.04410201314961977
483,1598870191693172293,1598870191.6931722,0.02011624,-0.13376860177374664,0.002037315130199963,0.08970208909676802,0.0047512736916385905,0.0005491420475998921,-0.04410915077084834
484,1598870191713344786,1598870191.7133448,0.020172493,-0.03853372706468461,0.005854041689118733,0.19902276241256014,0.0047622832035481765,0.0005373131645865725,-0.04410840748881293
485,1598870191732461594,1598870191.7324617,0.019116808000000002,-0.15810180840781227,-0.04026267232464894,0.17632297288713403,0.004749106632994889,0.0005487743390719927,-0.04412079185303306
